id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,imdb_id,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,poster,isNominated,totalNominations,BestDirector,BestActor,Action,Adventure,Fantasy,Sci-Fi,Thriller
968,Adrian Lyne,124,Olivier Martinez,Erik Per Sullivan,52752475,Unfaithful,63067,Chad Lowe,http://www.imdb.com/title/tt0250797/,tt0250797,533,English,USA,R,50000000,2002,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BYTQzZTE2N2QtM2QwMS00ZjUwLTg4ZDEtYjJiOTMwZjYxODJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,1,0,0,0,0,0,0,1
969,D.J. Caruso,109,Alex Pettyfer,Emily Wickersham,55092830,I Am Number Four,195043,Reuben Langdon,http://www.imdb.com/title/tt1464540/,tt1464540,329,English,USA,PG-13,60000000,2011,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0NDI1MTMyM15BMl5BanBnXkFtZTcwMDMzMTcyNA@@._V1_SX300.jpg,0,0,0,0,1,1,0,1,1
970,Stephen Gaghan,128,Matt Damon,Amr Waked,50815288,Syriana,109188,Kayvan Novak,http://www.imdb.com/title/tt0365737/,tt0365737,625,English,USA,R,50000000,2005,7,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MTQwMTg0N15BMl5BanBnXkFtZTcwOTE5NjEzMQ@@._V1_SX300.jpg,0,2,0,0,0,0,0,0,1
971,Michael Bay,144,Toby Stephens,James Badge Dale,52822418,13 Hours,47764,David Costabile,http://www.imdb.com/title/tt4172430/,tt4172430,219,English,USA,R,50000000,2016,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjU3OTQ5NDc3Ml5BMl5BanBnXkFtZTgwOTEwNTkxNzE@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
972,Jorge R. Gutiérrez,95,Channing Tatum,Hector Elizondo,50150619,The Book of Life,45580,Ana de la Reguera,http://www.imdb.com/title/tt2262227/,tt2262227,102,English,USA,PG,50000000,2014,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzOTgzNDYzOF5BMl5BanBnXkFtZTgwOTgxMTkyMjE@._V1_SX300.jpg,0,0,0,0,0,1,1,0,0
973,Richard Loncraine,105,Jimmy Bennett,Harrison Ford,48745150,Firewall,50170,Mary Lynn Rajskub,http://www.imdb.com/title/tt0408345/,tt0408345,306,English,USA,PG-13,50000000,2006,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTAyMTkwOV5BMl5BanBnXkFtZTYwMjY2MTM3._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
974,Clint Eastwood,121,Clint Eastwood,Mark Margolis,50007168,Absolute Power,39529,Scott Glenn,http://www.imdb.com/title/tt0118548/,tt0118548,142,English,USA,R,50000000,1997,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BNDFlNTZmOGYtYmE0ZC00OTE4LWI5YzctNmZmZDU3M2ZiMmI4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
975,Ridley Scott,125,Viggo Mortensen,Demi Moore,48154732,G.I. Jane,60326,John Michael Higgins,http://www.imdb.com/title/tt0119173/,tt0119173,142,English,USA,R,50000000,1997,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BYTJhOTY4M2EtNjA2Ny00YjBjLWE4MjItZjRiOTRhMGFjZmU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,0
976,David Fincher,129,Deborah Kara Unger,Armin Mueller-Stahl,48265581,The Game,261069,Charles Martinet,http://www.imdb.com/title/tt0119174/,tt0119174,506,English,USA,R,50000000,1997,7.8,https://images-na.ssl-images-amazon.com/images/M/MV5BZGVmMDNmYmEtNGQ2Mi00Y2ZhLThhZTYtYjE5YmQzMjZiZGMxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
977,Christophe Gans,132,Radha Mitchell,Deborah Kara Unger,46982632,Silent Hill,172792,Alice Krige,http://www.imdb.com/title/tt0384537/,tt0384537,1740,English,Canada,R,50000000,2006,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NzQ3NTgxNV5BMl5BanBnXkFtZTcwMTMwOTIzMQ@@._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
978,Howard Deutch,118,Keanu Reeves,Jon Favreau,44737059,The Replacements,48322,Faizon Love,http://www.imdb.com/title/tt0191397/,tt0191397,261,English,USA,PG-13,50000000,2000,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BZGEwOWQzNmItM2FlNC00YTk3LTljNjYtNGQ1OTE2M2M4YzI0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
979,Jon Hurwitz,113,Alyson Hannigan,Dania Ramirez,56724080,American Reunion,172112,Natasha Lyonne,http://www.imdb.com/title/tt1605630/,tt1605630,181,English,USA,R,50000000,2012,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MTEyMzU1N15BMl5BanBnXkFtZTcwNDQ0NTc1Nw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
980,F. Gary Gray,140,Kevin Spacey,Michael Cudlitz,44484065,The Negotiator,107227,Siobhan Fallon Hogan,http://www.imdb.com/title/tt0120768/,tt0120768,279,English,Germany,R,50000000,1998,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BOGE1YTI2NjItNDAyYy00YzI3LTlmNDUtYWU0ZmFlNWE3N2ViL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
981,Steven Quale,89,Matt Walsh,Alycia Debnam-Carey,47553512,Into the Storm,54101,Scott Lawrence,http://www.imdb.com/title/tt2106361/,tt2106361,210,English,USA,PG-13,50000000,2014,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwODI2ODc3Nl5BMl5BanBnXkFtZTgwMDQwNjkwMjE@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
982,John Landis,104,Louis Lombardi,Jon Tenney,42610000,Beverly Hills Cop III,60293,Gilbert R. Hill,http://www.imdb.com/title/tt0109254/,tt0109254,114,English,USA,R,55000000,1994,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BOTdhMTU4MzMtYTVjMi00MTYzLTkxZDYtOWUwYjI0NDFjZTY1XkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
983,Joe Dante,106,Christopher Lee,Robert Picardo,41482207,Gremlins 2: The New Batch,68428,Phoebe Cates,http://www.imdb.com/title/tt0099700/,tt0099700,148,English,USA,PG-13,50000000,1990,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BZGE3MTA3OWQtYzVjYi00MjkwLThlZTQtNWUzOGVlYjEwMzBhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0,0,0,0,0,0,1,0,0
984,David Dobkin,141,Robert Downey Jr.,Robert Duvall,47105085,The Judge,136973,Leighton Meester,http://www.imdb.com/title/tt1872194/,tt1872194,275,English,USA,R,50000000,2014,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNzIxOTIwMV5BMl5BanBnXkFtZTgwMzE0NjQwMjE@._V1_SX300.jpg,0,1,0,0,0,0,0,0,0
985,Mimi Leder,124,Armin Mueller-Stahl,Holt McCallany,41256277,The Peacemaker,46451,Marcel Iures,http://www.imdb.com/title/tt0119874/,tt0119874,156,English,USA,R,50000000,1997,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZGMzY2RjNmQtNTMxOC00NDMwLTliYzAtNjRiY2E3ODVhOTE4XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
986,Alexander Witt,98,Milla Jovovich,Thomas Kretschmann,50740078,Resident Evil: Apocalypse,151580,Mike Epps,http://www.imdb.com/title/tt0318627/,tt0318627,672,English,Germany,R,45000000,2004,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1_SX300.jpg,0,0,0,0,1,0,0,1,1
987,Beeban Kidron,108,Colin Firth,Jim Broadbent,40203020,Bridget Jones: The Edge of Reason,74315,Celia Imrie,http://www.imdb.com/title/tt0317198/,tt0317198,259,English,UK,R,40000000,2004,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BOTJlNWQxZjctYmE3ZS00OTc0LWE2M2ItNzQwNmYyMjU4NDNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
988,Carl Franklin,114,Denzel Washington,Sanaa Lathan,40905277,Out of Time,45895,John Billingsley,http://www.imdb.com/title/tt0313443/,tt0313443,157,English,USA,R,50000000,2003,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BN2UzM2IzYzAtNjUyYi00Zjk4LWI3ZjAtYjQyYzZiYjlkNGI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
989,Steven Seagal,101,Mike Starr,Joan Chen,38590500,On Deadly Ground,17997,Sven-Ole Thorsen,http://www.imdb.com/title/tt0110725/,tt0110725,140,English,USA,R,50000000,1994,4.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NjU3ODg3M15BMl5BanBnXkFtZTcwNzc3MTkxMQ@@._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
990,Robert Rodriguez,93,Taylor Lautner,Kristin Davis,39177541,The Adventures of Sharkboy and Lavagirl 3-D,20310,Taylor Dooley,http://www.imdb.com/title/tt0424774/,tt0424774,177,English,USA,PG,50000000,2005,3.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NzI3OTAwMl5BMl5BanBnXkFtZTcwMTI3ODkyMQ@@._V1_SX300.jpg,0,0,0,0,1,1,1,0,0
991,Danny Boyle,119,Leonardo DiCaprio,Virginie Ledoyen,39778599,The Beach,176169,Peter Youngblood Hills,http://www.imdb.com/title/tt0163978/,tt0163978,548,English,USA,R,50000000,2000,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BNTljZTUzYWUtOTI4YS00NmZlLWE5MmQtZjFlZDZhNjg4MjQxXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,0,0,0,0,0,1,0,0,1
992,Garry Marshall,119,Amber Valletta,Felicity Huffman,37486138,Raising Helen,30890,Spencer Breslin,http://www.imdb.com/title/tt0350028/,tt0350028,106,English,USA,PG-13,50000000,2004,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NjEwMTQ0NV5BMl5BanBnXkFtZTYwOTM2MjY2._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
993,James McTeigue,99,Shô Kosugi,Ben Miles,38105077,Ninja Assassin,58349,Rain,http://www.imdb.com/title/tt1186367/,tt1186367,194,English,USA,R,40000000,2009,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNDYzMjU1Ml5BMl5BanBnXkFtZTcwMTYzOTM3Mg@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
994,Sam Raimi,137,J.K. Simmons,Kelly Preston,35168395,For Love of the Game,26034,Carmine Giovinazzo,http://www.imdb.com/title/tt0126916/,tt0126916,226,English,USA,PG-13,50000000,1999,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BZDgzY2NkMTgtODQwZC00MWEzLWFlZjQtZTcxOTc3NzU1MDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
996,Andrew Bergman,117,Demi Moore,Rumer Willis,32800000,Striptease,34896,Paul Guilfoyle,http://www.imdb.com/title/tt0117765/,tt0117765,118,English,USA,R,40000000,1996,4.3,https://images-na.ssl-images-amazon.com/images/M/MV5BYzM1OTQwZGItMTJlYy00NjJmLWEwOTMtMDQzNmU3ZGNiODJiL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
997,Tom Dey,87,Emma Stone,Judy Greer,33643461,Marmaduke,11257,Steve Coogan,http://www.imdb.com/title/tt1392197/,tt1392197,65,English,USA,PG,50000000,2010,4.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMDkwNjQ3N15BMl5BanBnXkFtZTcwMDc0NzgyMw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
998,Clint Eastwood,129,Matt Damon,Jay Mohr,32741596,Hereafter,80140,Cécile De France,http://www.imdb.com/title/tt1212419/,tt1212419,323,English,USA,PG-13,50000000,2010,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@._V1_SX300.jpg,0,1,0,0,0,0,1,0,0
999,Barbet Schroeder,115,Ryan Gosling,Chris Penn,31874869,Murder by Numbers,43574,Agnes Bruckner,http://www.imdb.com/title/tt0264935/,tt0264935,302,English,USA,R,50000000,2002,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MTcyMTU1OF5BMl5BanBnXkFtZTYwMTE5MDE3._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
1000,Richard Donner,132,Muse Watson,Sylvester Stallone,30306268,Assassins,62981,Kelly Rowan,http://www.imdb.com/title/tt0112401/,tt0112401,84,English,France,R,50000000,1995,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMGY2OWI5ZjQtYjY0Zi00Y2M4LWEwMmMtOTJhODYxYTExNWZlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
1001,Peter Webber,131,Li Gong,Stephen Walters,27667947,Hannibal Rising,86374,Richard Brake,http://www.imdb.com/title/tt0367959/,tt0367959,392,English,UK,R,50000000,2007,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMTA0NTM4NF5BMl5BanBnXkFtZTcwNjY3ODM0MQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
1002,Rob Reiner,95,Bruce Willis,Tim Matheson,27067160,The Story of Us,18404,Rita Wilson,http://www.imdb.com/title/tt0160916/,tt0160916,150,English,USA,R,50000000,1999,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BYzAxZTI5NDItNzRkOS00NjczLTkzNjctMTU1NjdkYjI5YjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
1003,Andrew Niccol,125,J.D. Evermore,Chandler Canterbury,26616999,The Host,92461,Rachel Roberts,http://www.imdb.com/title/tt1517260/,tt1517260,347,English,USA,PG-13,40000000,2013,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNDg1MTAzNV5BMl5BanBnXkFtZTcwNTk5ODI3OA@@._V1_SX300.jpg,0,0,0,0,1,1,0,1,1
1004,John McTiernan,98,Connie Nielsen,Harry Connick Jr.,26536120,Basic,49926,Tim Daly,http://www.imdb.com/title/tt0264395/,tt0264395,286,English,Germany,R,50000000,2003,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BOGFjMTZmMWYtOGRlNS00YWU5LWI4MjMtY2QzZDk4YzY4OWRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
1005,Clint Eastwood,110,Clint Eastwood,Anjelica Huston,26199517,Blood Work,34356,Rick Hoffman,http://www.imdb.com/title/tt0309377/,tt0309377,260,English,USA,R,50000000,2002,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMDMzMDk1NV5BMl5BanBnXkFtZTYwNzgxNDY3._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
1006,Tom Tykwer,118,Naomi Watts,Brían F. O'Byrne,25450527,The International,80196,Armin Mueller-Stahl,http://www.imdb.com/title/tt0963178/,tt0963178,190,English,USA,R,50000000,2009,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3Njg5NzY2OV5BMl5BanBnXkFtZTcwMDMxNjEwMg@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
1007,John Carpenter,101,Steve Buscemi,Valeria Golino,25407250,Escape from L.A.,54021,Michelle Forbes,http://www.imdb.com/title/tt0116225/,tt0116225,227,English,USA,R,50000000,1996,5.7,https://images-na.ssl-images-amazon.com/images/M/MV5BOWUzNTRmNTQtNWMwZS00MTg4LThhMDUtYmQ5OGQ5MmNmYzNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,1,0,1,1
1009,Brad Bird,90,Vin Diesel,Harry Connick Jr.,23159305,The Iron Giant,128455,M. Emmet Walsh,http://www.imdb.com/title/tt0129167/,tt0129167,514,English,USA,PG,70000000,1999,8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNDU2Njk0OV5BMl5BanBnXkFtZTgwODc3Njc3NjE@._V1_SX300.jpg,0,0,0,0,1,1,0,1,0
1010,Wes Anderson,119,Bill Murray,Anjelica Huston,24006726,The Life Aquatic with Steve Zissou,139535,Matthew Gray Gubler,http://www.imdb.com/title/tt0362270/,tt0362270,632,English,USA,R,50000000,2004,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzODYzNzg2MF5BMl5BanBnXkFtZTcwMTkzOTQzMw@@._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
1011,Gary Ross,139,Matthew McConaughey,Donald Watkins,20389967,Free State of Jones,3077,Jessica Collins,http://www.imdb.com/title/tt1124037/,tt1124037,47,English,USA,R,50000000,2016,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4NTYyMTcwNTFeQTJeQWpwZ15BbWU4MDI0NTg0MDkx._V1_SX300.jpg,0,0,0,0,1,0,0,0,0
1012,Alan Parker,130,Kevin Spacey,Kate Winslet,19593740,The Life of David Gale,88270,Matt Craven,http://www.imdb.com/title/tt0289992/,tt0289992,420,English,USA,R,50000000,2003,7.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMzU0NTgxNzZeQTJeQWpwZ15BbWU2MDQzNDkxNw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
1013,Stephen Herek,100,Christina Milian,Vanessa Ferlito,19118247,Man of the House,19829,Kelli Garner,http://www.imdb.com/title/tt0331933/,tt0331933,94,English,USA,PG-13,40000000,2005,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BODY3Nzg2NDQ5Ml5BMl5BanBnXkFtZTcwOTQ5MDgyMQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,0
1014,Jaume Collet-Serra,114,Liam Neeson,Common,26442251,Run All Night,76010,Bruce McGill,http://www.imdb.com/title/tt2199571/,tt2199571,205,English,USA,R,50000000,2015,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2ODI3ODEyOV5BMl5BanBnXkFtZTgwMTM3NTQzNDE@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
1015,David Cronenberg,96,Viggo Mortensen,Naomi Watts,17114882,Eastern Promises,189249,Raza Jaffrey,http://www.imdb.com/title/tt0765443/,tt0765443,398,English,USA,R,25000000,2007,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMzU0OTY3NF5BMl5BanBnXkFtZTYwNzkwNjg2._V1_SX300.jpg,0,1,0,0,0,0,0,0,1
1016,John Stockwell,110,Paul Walker,James Frain,18472363,Into the Blue,63599,Ashley Scott,http://www.imdb.com/title/tt0378109/,tt0378109,208,English,USA,PG-13,50000000,2005,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMmVlM2FhODYtOWFhZi00YmE5LWIwNWUtZDMxNTlkNDgxNTA0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
1017,Luc Besson,158,Paul Brooke,David Bailie,14131298,The Messenger: The Story of Joan of Arc,55889,Rab Affleck,http://www.imdb.com/title/tt0151137/,tt0151137,390,English,France,R,390000000,1999,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyMDMwMjg4Nl5BMl5BanBnXkFtZTcwMzM2NDU2MQ@@._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
1018,David Gordon Green,102,Natalie Portman,Zooey Deschanel,21557240,Your Highness,85237,James Franco,http://www.imdb.com/title/tt1240982/,tt1240982,274,English,USA,R,49900000,2011,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MDgwODIyMV5BMl5BanBnXkFtZTcwODc1NDQ0NA@@._V1_SX300.jpg,0,0,0,0,0,1,1,0,0
1019,Jim Sheridan,84,Naomi Watts,Gregory Smith,21283440,Dream House,46239,Sarah Gadon,http://www.imdb.com/title/tt1462041/,tt1462041,137,English,USA,PG-13,55000000,2011,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5MzUxMDc5Ml5BMl5BanBnXkFtZTcwMTMwMjIwNg@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
1020,Costa-Gavras,115,Mia Kirshner,Blythe Danner,10556196,Mad City,16562,William Atherton,http://www.imdb.com/title/tt0119592/,tt0119592,73,English,USA,PG-13,50000000,1997,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MjQyMzk3N15BMl5BanBnXkFtZTcwMTQzNDgxMQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
1021,Patrick Read Johnson,99,Joe Mantegna,Lara Flynn Boyle,16671505,Baby's Day Out,33186,Cynthia Nixon,http://www.imdb.com/title/tt0109190/,tt0109190,78,English,USA,PG,50000000,1994,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMzI3NmQ1ZDUtZWQ1My00NzlkLWE5OGQtZjZkYWJmYzYwY2QxXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
1022,Roland Joffé,135,Gary Oldman,Robert Duvall,10400000,The Scarlet Letter,12037,Demi Moore,http://www.imdb.com/title/tt0114345/,tt0114345,90,English,USA,R,50000000,1995,5.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxOWQ0OWMtY2E5YS00YjkzLWFjODQtZGY4NTQ5YmE2OGIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
1023,Doug Liman,108,Naomi Watts,Ty Burrell,9528092,Fair Game,38513,Brooke Smith,http://www.imdb.com/title/tt0977855/,tt0977855,127,English,USA,PG-13,22000000,2010,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyOTg1NzU0Ml5BMl5BanBnXkFtZTcwMjA2OTY5Mw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
1025,Tony Scott,127,Ian Ziering,Mo'Nique,10137232,Domino,58015,Edgar Ramírez,http://www.imdb.com/title/tt0421054/,tt0421054,374,English,France,R,50000000,2005,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTA5Njc4Ml5BMl5BanBnXkFtZTcwNzg0MzEzMQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
1026,William Friedkin,107,Michael Biehn,Chazz Palminteri,9795017,Jade,9227,Linda Fiorentino,http://www.imdb.com/title/tt0113451/,tt0113451,70,English,USA,R,50000000,1995,5.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NzI3MTQ2Nl5BMl5BanBnXkFtZTYwNzM5NDQ5._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
1027,Mark Neveldine,95,Gerard Butler,Logan Lerman,20488579,Gamer,113483,Alison Lohman,http://www.imdb.com/title/tt1034032/,tt1034032,245,English,USA,R,50000000,2009,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMDU0NTg3MF5BMl5BanBnXkFtZTcwNzU1MjU1Mg@@._V1_SX300.jpg,0,0,0,0,1,0,0,1,1
1028,Richard LaGravenese,124,Alden Ehrenreich,Zoey Deutch,19445217,Beautiful Creatures,67796,Pruitt Taylor Vince,http://www.imdb.com/title/tt1559547/,tt1559547,258,English,USA,PG-13,60000000,2013,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMjYwODMwMl5BMl5BanBnXkFtZTcwODUwNzY5OA@@._V1_SX300.jpg,0,0,0,0,0,0,1,0,0
1029,Danny DeVito,109,Robin Williams,Vincent Schiavelli,8355815,Death to Smoochy,34730,Danny Woodburn,http://www.imdb.com/title/tt0266452/,tt0266452,341,English,UK,R,55000000,2002,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BNzlmZTQ1YzUtOGZjMi00YmVhLTg0ZDQtMmUyMjVlZDZhOTIwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
1030,Ben Stiller,102,Milla Jovovich,Will Ferrell,28837115,Zoolander 2,34964,Justin Theroux,http://www.imdb.com/title/tt1608290/,tt1608290,150,English,USA,PG-13,50000000,2016,4.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2MjQxNTQzOV5BMl5BanBnXkFtZTgwMDE2MTY2NzE@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
1031,George Armitage,88,Morgan Freeman,Andrew Wilson,6471394,The Big Bounce,15880,Willie Nelson,http://www.imdb.com/title/tt0315824/,tt0315824,93,English,USA,PG-13,50000000,2004,4.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NDM5ODEyM15BMl5BanBnXkFtZTYwMTcyMTY3._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
1032,Mike Nichols,87,Judy Greer,Linda Fiorentino,6291602,What Planet Are You From?,8070,Garry Shandling,http://www.imdb.com/title/tt0181151/,tt0181151,91,English,USA,R,50000000,2000,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4ODgzNDU2OF5BMl5BanBnXkFtZTYwMjI1Njc2._V1_SX300.jpg,0,0,0,0,0,0,0,1,0
1033,Patrick Lussier,104,Nicolas Cage,Billy Burke,10706786,Drive Angry,81800,Katy Mixon,http://www.imdb.com/title/tt1502404/,tt1502404,211,English,USA,R,50000000,2011,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwNTM4Njg2NF5BMl5BanBnXkFtZTcwNDQwMTAwNA@@._V1_SX300.jpg,0,0,0,0,1,0,1,0,1
1034,Andrzej Bartkowiak,96,Chris Klein,Robin Shou,8742261,Street Fighter: The Legend of Chun-Li,19824,Josie Ho,http://www.imdb.com/title/tt0891592/,tt0891592,179,English,Canada,PG-13,18000000,2009,3.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2Mzc1MDc5MV5BMl5BanBnXkFtZTcwMDk1NTIzMg@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
1035,James Wong,85,Jason Statham,Jet Li,43905746,The One,77684,Delroy Lindo,http://www.imdb.com/title/tt0267804/,tt0267804,294,English,USA,PG-13,49000000,2001,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BNzY4YmUzMDAtMDYyZS00MTBmLWEzZDAtOGY3MDE2YjJkMGUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,1,1
